25,1542,2,7,21,32,Worn Shortsword
35,472,2,10,17,30,Bent Staff
36,5194,2,4,21,32,Worn Mace
37,14029,2,0,21,32,Worn Axe
38,9891,4,0,4,0,Recruit's Shirt
39,9892,4,1,7,0,Recruit's Pants
40,10141,4,0,8,0,Recruit's Boots
43,10272,4,0,8,0,Squire's Boots
44,9937,4,1,7,0,Squire's Pants
45,3265,4,0,4,0,Squire's Shirt
47,9915,4,0,8,0,Footpad's Shoes
48,9913,4,1,7,0,Footpad's Pants
49,9906,4,0,4,0,Footpad's Shirt
51,9946,4,0,8,0,Neophyte's Boots
52,9945,4,1,7,0,Neophyte's Pants
53,9944,4,0,4,0,Neophyte's Shirt
55,9929,4,0,8,0,Apprentice's Boots
56,12647,4,1,20,0,Apprentice's Robe
57,12645,4,1,20,0,Acolyte's Robe
59,3261,4,0,8,0,Acolyte's Shoes
60,16891,4,2,5,0,Layered Tunic
61,16953,4,2,7,0,Dwarven Leather Pants
79,16847,4,1,7,0,Dwarven Cloth Britches
80,16854,4,1,8,0,Soft Fur-lined Shoes
85,16883,4,2,5,0,Dirty Leather Vest
120,10006,4,1,7,0,Thug Pants
121,10008,4,0,8,0,Thug Boots
127,9996,4,0,4,0,Trapper's Shirt
128,396,4,1,7,0,Deprecated Tauren Trapper's Pants
129,9977,4,0,8,0,Rugged Trapper's Boots
139,9988,4,1,7,0,Brawler's Pants
140,9992,4,0,8,0,Brawler's Boots
147,9975,4,1,7,0,Rugged Trapper's Pants
148,9976,4,0,4,0,Rugged Trapper's Shirt
153,10050,4,2,7,0,Primitive Kilt
154,10058,4,0,4,0,Primitive Mantle
192,5279,2,14,21,0,Martin Thunder
193,16579,4,1,5,0,Tattered Cloth Vest
194,16580,4,1,7,0,Tattered Cloth Pants
195,16582,4,1,8,0,Tattered Cloth Boots
200,16777,4,1,5,0,Thick Cloth Vest
201,16778,4,1,7,0,Thick Cloth Pants
202,16780,4,1,8,0,Thick Cloth Shoes
203,16779,4,1,10,0,Thick Cloth Gloves
209,17140,4,2,7,0,Dirty Leather Pants
210,14444,4,2,8,0,Dirty Leather Boots
236,14278,4,2,5,0,Cured Leather Armor
237,14476,4,2,7,0,Cured Leather Pants
238,14474,4,2,8,0,Cured Leather Boots
239,14475,4,2,10,0,Cured Leather Gloves
285,16101,4,3,5,0,Scalemail Vest
286,10400,4,3,7,0,Scalemail Pants
287,12745,4,3,8,0,Scalemail Boots
647,20190,2,8,17,26,Destiny
710,16936,4,1,9,0,Bracers of the People's Militia
711,16581,4,1,10,0,Tattered Cloth Gloves
714,14445,4,2,10,0,Dirty Leather Gloves
718,6986,4,3,10,0,Scalemail Gloves
719,16970,4,1,10,0,Rabbit Handler Gloves
720,2368,4,2,10,0,Brawler Gloves
727,26577,2,7,13,32,Notched Shortsword
744,18059,4,0,12,0,Thunderbrew's Boot Flask
753,20094,2,7,13,32,Dragonmaw Shortsword
754,20218,2,7,13,32,Shortsword of Vengeance
756,6264,2,1,17,26,Tunnel Pick
763,17007,4,2,9,0,Ice-covered Bracers
766,19621,2,4,21,32,Flanged Mace
767,20443,2,10,17,30,Long Bo Staff
768,5012,2,0,21,32,Lumberjack Axe
776,6452,2,15,13,32,Vendetta
778,6259,2,0,21,32,Kobold Excavation Pick
781,19644,2,4,21,32,Stone Gnoll Hammer
789,19699,2,4,21,32,Stout Battlehammer
790,19401,2,0,21,32,Forester's Axe
791,20334,2,10,17,30,Gnarled Ash Staff
792,16855,4,1,8,0,Knitted Sandals
793,14449,4,1,10,0,Knitted Gloves
794,14450,4,1,7,0,Knitted Pants
795,14154,4,1,5,0,Knitted Tunic
796,22973,4,2,8,0,Rough Leather Boots
797,17068,4,2,10,0,Rough Leather Gloves
798,22972,4,2,7,0,Rough Leather Pants
799,2106,4,2,5,0,Rough Leather Vest
809,20033,2,7,21,32,Bloodrazor
810,19726,2,4,21,32,Hammer of the Northern Wind
811,19137,2,0,21,32,Axe of the Deep Woods
812,20257,2,10,17,30,Glowing Brightwood Staff
816,6472,2,15,13,32,Small Hand Blade
820,6470,2,15,13,32,Slicer Blade
821,17102,4,2,5,0,Riverpaw Leather Vest
826,19271,2,0,21,32,Brutish Riverpaw Axe
827,3498,2,4,21,32,Wicked Blackjack
832,6847,4,3,6,0,Silver Defias Belt
833,22978,4,0,12,0,Lifestone
837,14466,4,1,5,0,Heavy Weave Armor
838,14468,4,1,7,0,Heavy Weave Pants
839,14467,4,1,10,0,Heavy Weave Gloves
840,16821,4,1,8,0,Heavy Weave Shoes
843,14470,4,2,8,0,Tanned Leather Boots
844,2101,4,2,10,0,Tanned Leather Gloves
845,9640,4,2,7,0,Tanned Leather Pants
846,14472,4,2,5,0,Tanned Leather Jerkin
847,1019,4,3,5,0,Chainmail Armor
848,697,4,3,7,0,Chainmail Pants
849,6869,4,3,8,0,Chainmail Boots
850,6871,4,3,10,0,Chainmail Gloves
851,22077,2,7,13,32,Cutlass
852,8287,2,4,13,32,Mace
853,22102,2,0,13,32,Hatchet
854,22147,2,10,17,30,Quarter Staff
859,9880,4,0,4,0,Fine Cloth Shirt
860,3443,4,1,8,0,Cavalier's Boots
862,18397,4,0,11,0,Runed Ring
863,19213,2,0,13,32,Gloom Reaper
864,26579,2,7,13,32,Knightly Longsword
865,5212,2,4,13,32,Leaden Mace
866,20357,2,10,17,30,Monk's Staff
867,17180,4,2,10,0,Gloves of Holy Might
868,19713,2,4,21,32,Ardent Custodian
869,5163,2,7,21,32,Dazzling Longsword
870,33458,2,1,17,26,Fiery War Axe
871,19235,2,0,13,32,Flurry Axe
872,19242,2,1,17,26,Rockslicer
873,20298,2,10,17,30,Staff of Jordan
880,20382,2,10,17,30,Staff of Horrors
885,14036,2,0,21,32,Black Metal Axe
886,20093,2,7,21,32,Black Metal Shortsword
888,17182,4,2,10,0,Naga Battle Gloves
890,20386,2,10,17,30,Twisted Chanter's Staff
892,16950,4,1,10,0,Gnoll Casting Gloves
897,17011,4,2,9,0,Madwolf Bracers
899,6459,2,15,13,32,Venom Web Fang
911,28628,2,5,17,26,Ironwood Treebranch
913,20170,2,8,17,26,Huge Ogre Sword
914,2829,4,3,5,0,Large Ogre Chain Armor
920,19703,2,4,21,32,Wicked Spiked Mace
922,22097,2,8,17,26,Dacian Falx
923,22080,2,7,21,32,Longsword
924,22131,2,5,17,26,Maul
925,4351,2,4,21,32,Flail
926,22108,2,1,17,26,Battle Axe
927,22106,2,0,13,32,Double Axe
928,22151,2,10,17,30,Long Staff
934,19405,2,0,13,32,Stalvan's Reaper
935,8274,2,7,13,32,Night Watch Shortsword
936,5215,2,4,13,32,Midnight Mace
937,20329,2,10,17,30,Black Duskwood Staff
940,16676,4,1,20,0,Robes of Insight
942,9835,4,0,11,0,Freezing Band
943,20256,2,10,17,30,Warden Staff
944,20253,2,10,17,30,Elemental Mage Staff
964,9744,4,0,4,0,Deprecated Red Linen Shirt
983,4878,4,1,6,0,Red Linen Sash
997,859,2,7,21,32,Fire Sword of Crippling
1008,1550,2,7,21,32,Well-used Sword
1009,8583,2,4,21,32,Compact Hammer
1010,20440,2,10,17,30,Gnarled Short Staff
1011,19273,2,0,21,32,Sharp Axe
1024,15304,4,2,1,0,Plate Helmet D2 (test)
1026,15305,4,2,1,0,Plate Helmet D3 (test)
1027,15294,4,2,1,0,Mail Helmet A (Test)
1076,6012,4,0,11,0,Defias Renegade Ring
1077,9836,4,0,11,0,Defias Mage Ring
1116,6011,4,0,11,0,Ring of Pure Silver
1121,703,4,2,8,0,Feet of the Lynx
1131,9557,4,0,23,0,Totem of Infliction
1154,6833,4,3,6,0,Belt of the People's Militia
1155,20327,2,10,17,30,Rod of the Sleepwalker
1156,9839,4,0,11,0,Lavishly Jeweled Ring
1158,19643,2,4,21,32,Solid Metal Club
1159,4994,2,10,17,30,Militia Quarterstaff
1161,1544,2,7,21,32,Militia Shortsword
1162,13219,4,1,1,0,Pirates Patch (Test)
1166,2208,4,6,14,28,Dented Buckler
1167,18506,4,6,14,28,Small Targe
1168,30993,4,6,14,28,Skullflame Shield
1169,18816,4,6,14,28,Blackskull Shield
1171,12707,4,1,20,0,Well-stitched Robe
1172,12313,4,0,23,0,Grayson's Torch
1173,6777,4,2,8,0,Weather-worn Boots
1182,6852,4,3,9,0,Brass-studded Bracers
1183,16927,4,1,9,0,Elastic Wristguards
1189,963,4,0,11,0,Overseer's Ring
1190,15120,4,1,16,0,Overseer's Cloak
1193,27782,4,6,14,28,Banded Buckler
1194,22093,2,8,17,26,Bastard Sword
1195,7495,2,5,17,26,Kobold Mining Shovel
1196,22114,2,1,17,26,Tabar
1197,5226,2,5,17,26,Giant Mace
1198,22095,2,8,17,26,Claymore
1200,18663,4,6,14,28,Large Wooden Shield
1201,2161,4,6,14,28,Dull Heater Shield
1202,2329,4,6,14,28,Wall Shield
1203,2594,4,6,14,28,Aegis of Stormwind
1204,1644,4,6,14,28,The Green Tower
1207,5223,2,4,13,32,Murphstar
1211,14260,4,2,5,0,Gnoll War Harness
1213,3613,4,2,9,0,Gnoll Kindred Bracers
1214,19625,2,4,21,32,Gnoll Punisher
1215,16942,4,2,6,0,Support Girdle
1218,5527,2,5,17,26,Heavy Gnoll War Club
1219,20122,2,7,21,32,Redridge Machete
1220,19232,2,1,17,26,Lupine Axe
1254,24380,4,0,23,0,Lesser Firestone
1258,6511,4,0,12,0,Bind On Use Test Item
1263,22215,2,1,17,26,Brain Hacker
1264,5530,2,5,17,26,Headbasher
1265,20156,2,7,13,32,Scorpion Sting
1270,23113,4,1,16,0,Finely Woven Cloak
1273,12723,4,3,5,0,Forest Chain
1275,1019,4,3,5,0,Deputy Chain Coat
1276,2210,4,6,14,28,Fire Hardened Buckler
1280,15298,4,2,1,0,Cloaked Hood
1282,15324,4,3,1,0,Sparkmetal Coif
1287,6447,2,15,13,32,Giant Tarantula Fang
1292,8466,2,0,13,32,Butcher's Cleaver
1296,5195,2,4,21,32,Blackrock Mace
1297,19035,4,1,20,0,Robes of the Shadowcaster
1298,6305,4,1,9,0,Deprecated Night Mage Wristguards
1299,16717,4,1,6,0,Lesser Belt of the Spire
1300,20391,2,10,17,30,Lesser Staff of the Spire
1302,17174,4,2,10,0,Black Whelp Gloves
1303,6871,4,3,10,0,Bridgeworker's Gloves
1304,16818,4,1,10,0,Riding Gloves
1306,11387,4,2,9,0,Wolfmane Wristguards
1310,16971,4,2,7,0,Smith's Trousers
1314,17179,4,2,10,0,Ghoul Fingers
1315,6524,4,0,2,0,Lei of Lilies
1317,20377,2,10,17,30,Hardened Root Staff
1318,19290,2,1,17,26,Night Reaver
1319,14437,4,0,11,0,Ring of Iron Will
1351,16897,4,1,9,0,Fingerbone Bracers
1355,23014,4,1,16,0,Buckskin Cape
1359,6751,4,2,10,0,Lion-stamped Gloves
1360,7000,4,3,10,0,Stormwind Chain Gloves
1364,14339,4,2,5,0,Ragged Leather Vest
1366,14338,4,2,7,0,Ragged Leather Pants
1367,14354,4,2,8,0,Ragged Leather Boots
1368,17184,4,2,10,0,Ragged Leather Gloves
1369,14335,4,2,6,0,Ragged Leather Belt
1370,14336,4,2,9,0,Ragged Leather Bracers
1372,23054,4,1,16,0,Ragged Cloak
1374,16659,4,1,8,0,Frayed Shoes
1376,23090,4,1,16,0,Frayed Cloak
1377,16657,4,1,10,0,Frayed Gloves
1378,16656,4,1,7,0,Frayed Pants
1380,12426,4,1,20,0,Frayed Robe
1382,19636,2,4,21,32,Rock Mace
1383,8495,2,0,21,32,Stone Tomahawk
1384,1546,2,7,21,32,Dull Blade
1386,19247,2,1,17,26,Thistlewood Axe
1387,20087,2,8,17,26,Ghoulfang
1388,20450,2,10,17,30,Crooked Staff
1389,8575,2,4,21,32,Kobold Mining Mallet
1391,20410,2,10,17,30,Riverpaw Mystic Staff
1394,5204,2,4,21,32,Driftwood Club
1395,9924,4,1,7,0,Apprentice's Pants
1396,3260,4,1,7,0,Acolyte's Pants
1404,6499,4,0,12,0,Tidal Charm
1405,5540,2,10,17,30,Foamspittle Staff
1406,5638,2,6,17,26,Pearl-encrusted Spear
1411,20442,2,10,17,30,Withered Staff
